rs_type,rs_ref,rs_text,citation_tree,citable_unit_cite_type,citable_unit_id,document_uri
person,gnd-118512315,Bodmer,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118545140,Hallers,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118545140,Haller,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118545140,Haller,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118585800,Muralt,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118585800,Muralt,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-119020890,Hirzels,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118697609,O.v. Greyerz,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118585800,Muralt,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118585800,Muralt,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118585800,Muralt,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118585800,Muralt,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118512315,Bodmer,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118514881,Breitinger,published_page,page,s03-pg150,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg150&tree=published_page
person,gnd-118603426,Rousseaus,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118500619,Addison,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118514881,Breitinger,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118512315,Bodmer,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118500619,Addison,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118622277,Thomson,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-11862055X,Taine,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118622277,Thomson,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118603426,Rousseaus,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-11862055X,Taine,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118515586,Brockes,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118723499,Kleist,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118622277,Thomson,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118613693,Shaftesbury,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118723499,Kleists,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118549553,Herders,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118613693,Shaftesbury,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg151,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg151&tree=published_page
person,gnd-119059614,Ramlers,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118700421,Hagedorn,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118717758,Gleim,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118625756,Uz,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118540238,Goethe,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118700421,Hagedorn,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118717758,Gleim,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118625756,Uz,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118625756,Uz,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118717758,Gleim,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118717758,Gleimen,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118625756,Uz,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
organisation,gnd-2031351-2,BSB M,published_page,page,s03-pg152,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg152&tree=published_page
person,gnd-118717758,Gleim,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118717758,Gleims,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
organisation,gnd-2031351-2,BSB M,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118520512,Daniel Chodowiecki,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118653377,Johann Bernhard Basedows,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118653377,Jean Bernard Basedow,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118653377,Joannis Bernhardi Basedovii,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg153,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg153&tree=published_page
person,gnd-11862055X,Taine,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118540238,Goethe,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-11879941X,Sulzer,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-117031933,Huber,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118525263,Diderots,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118525263,Diderots,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118538969,Gessner,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118613693,Shaftesbury,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118650130,Aristoteles,published_page,page,s03-pg154,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg154&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118634496,Wölfflins,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118653377,Basedow,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118723499,Kleist,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118625756,Uz,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118635964,Young,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118634496,Wölfflins,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118515586,Brockes,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118515586,Brockes,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118622277,Thomson,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-115547827,B. J. Zink,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-115547827,Bartholomaeus Joachim Zinck,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg155,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg155&tree=published_page
person,gnd-118603426,Rousseau,published_page,page,s03-pg156,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg156&tree=published_page
person,gnd-118538969,Salomon Gessner,published_page,page,s03-pg156,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg156&tree=published_page
object,object-Fruchte-mit-Rose-47,Früchte mit Rose und Blumengewinde {HW: Blumen-Vignette},published_page,page,s03-pg156,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg156&tree=published_page
person,gnd-118634496,Wölfflins,published_page,page,s03-pg156,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg156&tree=published_page
person,gnd-118629492,Watteau,published_page,page,s03-pg157,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg157&tree=published_page
person,gnd-118662244,Boucher,published_page,page,s03-pg157,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg157&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg157,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg157&tree=published_page
person,gnd-118541013,Gottsched,published_page,page,s03-pg157,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg157&tree=published_page
